"filename","first_recorded","year","selection_status","sha256"
"b0190y Artificial Neurology Eyeballs Bridge Brain-large-v3-turbo-int8-full.txt","2021-09-17T20:21:19.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","096B2EE1F8C6C12530A443D50B80EE8D7BF2B98ED5E024AD736826F21769F87A"
"b0191y Oscillations Sequences Physics-large-v3-turbo-int8-full.txt","2021-09-17T19:08:42.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","D8280FE87D7DED6916DA76D67EA36438D199A704C6F5AB9F752ACA0181A46C5F"
"b0192z Oscillation is just for the canvas of consciousness-large-v3-turbo-int8-full.txt","2021-09-17T18:47:36.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","43D41DA0C15BDBD08FC065F83DF70CB6EB0116D4FC53BC91AC0FEFC88E74453F"
"b0194y Fires Neuron Oscillation-large-v3-turbo-int8-full.txt","2021-09-17T18:41:14.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","8748966DECC2174828E7E686914034E9CA6FE4282EA5ABFAA4F6CC32DF484224"
"b0197y Scope of book part 1 Neurons Brain Sort-large-v3-turbo-int8-full.txt","2021-08-29T09:11:13.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","5F1E6435B307B199B2436DD4E71351E504AD2AFD606817835661F6F9D498FD00"
"b0198y Puzzle Pieces Causation Consciousness-large-v3-turbo-int8-full.txt","2021-08-27T07:21:49.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","59B07C30620C5A36F395F5A0558492C96DD00D25BD9D9D30C2C2D4BBC384C8EC"
"b0199y Dot matrix reality Photons Dogs-large-v3-turbo-int8-full.txt","2021-08-26T00:19:49.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","84AB26640A2B4F31AE725F27A41D4947F09FBCFA2147E1B73F4E22E554F955A0"
"b0201y Eyeballs brains tempo-spatial-phasic Nerves-large-v3-turbo-int8-full.txt","2021-08-19T08:03:57.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","2647B1CC04CB675F5F97276631F44CB0015D12199C00EDC3D17235006BD8B5DF"
"b0205y david eagleman 2 Transgressions Animals Choices Victims-large-v3-turbo-int8-full.txt","2021-08-14T10:54:37.000000Z","2021","MEDIUM_REVIEW_AND_REDACTION","64E10C61A26705355F201465A17C5A7BACB7234C01CDD01E62FC53B0B1A6476E"
"b0210y Brain Computer Technology-large-v3-turbo-int8-full.txt","2021-08-11T03:49:38.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","712129E62E53C098D8EA3DD71A20573065ED3E921A2CFE38A0EC07FEBDF60909"
"b0212y Hierarchy Oscillations Mind Map-large-v3-turbo-int8-full.txt","2021-08-10T22:34:35.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","D42EB00B0C2049D646C3302E450DB4FBE90928FE60A233808A674F802FDC1B71"
"b0213y Brain Tentacle Receptors-large-v3-turbo-int8-full.txt","2021-08-10T10:47:15.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","4919147F5B59B90DE6910F511A8894539E12A660C6A285CBDF06EB2DC4E9DC98"
"b0228y Neurons Pattern Fpgas talk to yourself-large-v3-turbo-int8-full.txt","2021-08-08T04:48:06.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","BE74FD99ED6F589929B567F63C90A67AE8423688346AE52495ACD98D0D8FC472"
"b0229y Pattern Threshold-large-v3-turbo-int8-full.txt","2021-08-07T14:31:58.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","3C083A6A82058BF0FB42A064E4BCEBE49BB104F6831930E105CBF5609800B2FD"
"b0230y Dendrite Wave Pattern-large-v3-turbo-int8-full.txt","2021-08-07T13:37:20.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","80477F2991D476F2968CAE920269E6B2CA44A932CA7A5CEC01213BDD43849702"
"b0232y Plateau Potential Dendrite Potassium Calcium-large-v3-turbo-int8-full.txt","2021-08-06T06:50:42.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","73CCDFBAF88007D13F5C9333E4BE8061BC6CD613A942E90FE10E66D215001632"
"b0233y Dendrites Timeline Neuron-large-v3-turbo-int8-full.txt","2021-08-06T06:33:48.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","DE2C164AA473D78056B3FA1F9C241AB3FA26A982F1256EB3D93C1B17B2335D06"
"b0234y Waves Brains Delta-large-v3-turbo-int8-full.txt","2021-08-06T00:10:01.000000Z","2021","MEDIUM_AFTER_PUBLIC_LOW_REVIEW","2882F79F519EFA1944E74FCB11AE626331659BE91748E63F5B7D54BD24170D78"
"b0235y Neurons Consciousness Anesthesia-large-v3-turbo-int8-full.txt","2021-08-05T05:12:25.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","9B5999D46ED8A4D0E2C549B26D3BC083DA55F036671DD584C668DFD7912E9956"
"b0236y Oscillator Neurons Milliseconds-large-v3-turbo-int8-full.txt","2021-08-02T21:12:56.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","3DEDEE313423B9FB4F3E19729E38C69652510D5D3DF5E60225A813187D6BBE7D"
"b0237y Oscillation Washboard Calories-large-v3-turbo-int8-full.txt","2021-08-01T17:53:01.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","26BDD1D80AEA23940CC66D4E1A2160493244A442C54019B7AEDDDEF06E6019D7"
"b0240y Awesome chat Eyeballs-large-v3-turbo-int8-full.txt","2021-07-30T03:08:17.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","6E377A087E8227924E3C718DD773B53B2E70FCD739187258F22EFEF8E2ED3AB1"
"b0241y Neurons Oscillations Eyeballs-large-v3-turbo-int8-full.txt","2021-07-29T22:16:21.000000Z","2021","MEDIUM_REVIEW_AND_REDACTION","D41F7ACFF5D43FDB3C62682470371B4ED1A4B774EF2597DFF2AC5512D9159B45"
"b0242y ITS ALL INSIDE YOUR BRAIN-large-v3-turbo-int8-full.txt","2021-07-29T04:26:35.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","24EEED28838B8686D47765004F158250581AE5F260AD4D012BA48C986409B975"
"b0247y Pattern Neurons Metaphors-large-v3-turbo-int8-full.txt","2021-07-14T01:53:45.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","6D69B26123E45DE366DCBC6F204FCF0016DE2C5E9E40CF77DFD26970502C33BE"
"b0257y Micah book Dmt Nutrition-large-v3-turbo-int8-full.txt","2021-06-30T02:27:42.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","B64A9120227745E7BDDE3EE3453DBE569F2251E0CE3DB118EEECF6676AE3AF0B"
"b0259y Cells Electrodes Brain-large-v3-turbo-int8-full.txt","2021-06-24T18:36:51.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","E02833351526087B7C04EBC9B4449DF64BA3BF9A65385F1E7305926C9D245AAA"
"b0261y Nutrition, Grit, IQ, learning performancd-large-v3-turbo-int8-full.txt","2021-06-23T05:39:15.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","53002F4437BEAC9ECE84C69B8FDAFE1B411F0D764D129EEAC227D99AA3240F1D"
"b0263y Toclose Frames Signals Calories-large-v3-turbo-int8-full.txt","2021-06-22T02:45:16.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","215DACD400E740ED216519209AF5A94C07B929D2F19AC5CB4D5734089A445ADD"
"b0265y Doc Zee Transcription Companies 3d-large-v3-turbo-int8-full.txt","2021-06-17T02:38:13.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","FD189AFA0E350D200F630769953C90CD2066B47CA5C487EED6CD0E59B6662A99"
"b0267y My book Neurons Oscillations Dendrite-large-v3-turbo-int8-full.txt","2021-06-12T06:20:57.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","7F034F0936F17E79BC8A2D057FD7D15ABB896651ECCC028A162F57FFEEA8665E"
"b0268y Paul King and Nick Dendrite Neuron Receptors-large-v3-turbo-int8-full.txt","2021-06-10T22:02:48.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","CBFF9496AC7EF22EFFAA6491138CB39A30D422BE40BA8112879801714CFF1071"
"b0270y Barcode website location hour - time - list of nearby devices Raspberry Pi-large-v3-turbo-int8-full.txt","2021-06-05T18:55:23.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","2A8385FD36BA794AAF1F8507D15C8B09A6C5D032737474F7759DE5348C622D65"
"b0271y Milliseconds Neuron Calcium-large-v3-turbo-int8-full.txt","2021-06-04T15:59:04.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","29B8659F8BC49012CE3CC5B714DC6FF2DA8B4B38F054DFEFD89247DC74FC68AF"
"b0272y Millisecond Calcium Channels-large-v3-turbo-int8-full.txt","2021-06-04T15:13:20.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","5A056B2752B3E43D63A9A817C1E1DEA583C7BE098C77CBA491D3DEF8DA1CE9B6"
"b0273y Revent Property Companies Convention-large-v3-turbo-int8-full.txt","2021-06-04T01:36:31.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","748A31568960E58C72EAF264FA9BE540CD70CED98839FE51226BA4251C82D2E9"
"b0274y Overnight good ideas Neurons Choline Walmart-large-v3-turbo-int8-full.txt","2021-06-03T16:33:34.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","3E9509A27BA68CC11F3CB1D25E90FEC292BCCE6AA3E9AC5946BA7A5E4BD32262"
"b0275y You can recognize patterns over decades of time Neurons Pattern Representation-large-v3-turbo-int8-full.txt","2021-06-03T08:27:41.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","6CE60997E73F45CF492133B4555CB7EFF8100EE66603251EE5AA2B29D7C764DE"
"b0276y Invisible neurons, how the brain renders everything Coincidence June 2nd 2021-large-v3-turbo-int8-full.txt","2021-06-03T07:48:22.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","54CEAD04D8BD46D43B36620B22D0D92BEC6542BBF7109428AE8CCC561091E9C1"
"b0278y Brain self aware networks clubhouse-large-v3-turbo-int8-full.txt","2021-05-31T17:01:14.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","CDB9B1FB3DD2380EC8A141152948FDB10589F6D6336FA2197A93D7BA2687AD76"
"b0279y Interview with heylayer.com-large-v3-turbo-int8-full.txt","2021-05-29T21:53:31.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","31CA00F8704D77CBFA9F9049A90AD4D2F1003C8FCCE376557D55E4DE8D9D4886"
"b0280y Complexity Worm Nutrients-large-v3-turbo-int8-full.txt","2021-05-29T17:57:47.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","961C520513CEEC42B706C9063342893D65E174859CFEF8D8DFAECF19AA4DAF52"
"b0281y Smell Conscious Representation-large-v3-turbo-int8-full.txt","2021-05-20T21:09:41.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","C8F66667661A0D8BB80830E6BF1AAE16C8C51B1D48E92BBF2D6787639C81DCD3"
"b0282y artificial Consciousness Conversation-large-v3-turbo-int8-full.txt","2021-05-19T06:30:38.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","0B10BBDB11F26AE719723361E007673F5C82401364D3E2D007F3306FA0328EDD"
"b0286y Psychiatry Brain Amygdala Conversation-large-v3-turbo-int8-full.txt","2021-05-15T21:22:34.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","7C2D6360F30A0E8F20337714E83E2B7972888D8BAF9C880328C62CA62CCF8124"
"b0291y Mask Glasses Passwords-large-v3-turbo-int8-full.txt","2021-05-14T09:30:29.000000Z","2021","MEDIUM_REVIEW_AND_REDACTION","3BD32865A098E1ED07D20024807E3020E5EDEB9E43CC6EBC38995D505AB7AA71"
"b0293y Bloomberg Viruses Test-large-v3-turbo-int8-full.txt","2021-05-13T01:28:16.000000Z","2021","MEDIUM_AFTER_PUBLIC_LOW_REVIEW","1715A045ABAE078FC366028C37488E074F8850D3D88103338151DDFF72247974"
"b0294y Opioids Neurons Network-large-v3-turbo-int8-full.txt","2021-05-12T02:20:12.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","365FF496A5475F0B9DB33AB56ABD486C699E502AB24B08455E7AF6A7EFD19C9F"
"b0296y neurophotonics Holograms Neurons Worm-large-v3-turbo-int8-full.txt","2021-05-11T05:51:01.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","2048796EE8999FAE7352ABB3FE7AC5721545CCD3B8C62B5D5B04AAF5EFCAB22A"
"b0297y CHINATOWN SONG-large-v3-turbo-int8-full.txt","2021-05-07T20:56:39.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","99777548FE10F4F05C819E40EB6EE26C5E2ACE5F5B9FDB1910549B3BDD8CCFC6"
"b0298y Nutrition not over stimulation Brain Argument Drugs-large-v3-turbo-int8-full.txt","2021-05-06T19:01:17.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","1BD7293F5C073F92C5CD4EC7AD51C733CEA288BEE6430C751286819322806648"
"b0299y Tom Beakbane handwaving metaphors-large-v3-turbo-int8-full.txt","2021-05-05T21:23:34.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","AD03A00637161BC1CE4BB8F86A67A93CD5A771978E2B1EDAEED9842CDED1865E"
"b0301y deep learning in medicine-large-v3-turbo-int8-full.txt","2021-04-29T22:16:47.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","24A14FD25A5A0A49ECF8913A42162E0662A0013D1C61E08A14D61CDC3B741A12"
"b0302y Neuralink Numenta Neuropysics NerveGear Happy Hour Neurons Electrodes Mice-large-v3-turbo-int8-full.txt","2021-04-27T07:05:36.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","1D16BF135BD9EE6ED58F6FB517501246BD668CE6421A94A4D7A624FA11DF459A"
"b0303y Neuralink talk Technology Ethics Brain-large-v3-turbo-int8-full.txt","2021-04-26T09:19:27.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","39DD9C83651712B5B9CDA1A0C19A92F655486C6E760D24E5991FA90EF46F5D50"
"b0304y spoke to Subatai Neurons Dendrites Column-large-v3-turbo-int8-full.txt","2021-04-26T03:45:54.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","0CCC8422342632D5922617F4F420A79D7707086C941B2764C6634AA79E41392F"
"b0305y Talking Neuralink Neuron Microphones Neocortex-large-v3-turbo-int8-full.txt","2021-04-24T06:20:46.000000Z","2021","MEDIUM_REVIEW_AND_REDACTION","F6A15853E108EFF7EC9DA408E94CC7E4EF8131B967D55A8E3C3FA06F35644CFA"
"b0306y A thousand brains with Jeff Hawkins Neurons Frames Reference-large-v3-turbo-int8-full.txt","2021-04-24T02:27:27.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","1812248DCF30890741EFF3AF101EA9630D5979339E4F9D4B73D82323DC0C4F46"
"b0307y Synaptic Unreliability Neocortex Machines Brain-large-v3-turbo-int8-full.txt","2021-04-21T23:57:09.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","42777B5A92CA7433B6A3F7D4F916620BDF219B5A1BB848BE8D7F7C09C761B18B"
"b0308y Neuro Waves Ossilations Psychophysics part 3-large-v3-turbo-int8-full.txt","2021-04-21T08:36:57.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","08DA7546AE5035BE3A125BCD18393B3512ECC59C3E3950A06B221256AA6498E8"
"b0309y Neurons Stimulation Electrodes-large-v3-turbo-int8-full.txt","2021-04-20T08:59:24.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","BE68A51A67CB7A98AEFC778794CE9D1709D49C75ACA208C5DC952A6B66C5E1C8"
"b0311y Neurophysics+NerveGear Happy Hour Oscillations Rhythms Neurons Signals Eeg-large-v3-turbo-int8-full.txt","2021-04-16T07:07:50.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","B2CE79DC5804EB75353AE9385FA109D05FA0A87FC4A72345662571D6A631B52D"
"b0314y Neurophysics NerveGear Happy Hour Vibrations & Oscillations-large-v3-turbo-int8-full.txt","2021-04-13T10:08:54.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","8233F75FF61D721F6E780DEA7E83AFAD02410DA21EF747B94FD07E817BFB0D74"
"b0316y Microtubules Consciousness Recursion of consciousness-large-v3-turbo-int8-full.txt","2021-04-07T17:12:14.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","7E35670112488457BC38E455423DD8B7B860DBF5DE9DBAA3954AB45A63E7B75D"
"b0317y Simulation part 2 Metaphors Sort-large-v3-turbo-int8-full.txt","2021-04-12T09:17:37.000000Z","2021","MEDIUM_AFTER_PUBLIC_LOW_REVIEW","26943AA40687BE56DCB8003D8A7EAF20350E41597D75E3338E1B1C16EA34E4C0"
"b0318y Simulation Part 2A Rotations Universe-large-v3-turbo-int8-full.txt","2021-04-12T07:47:05.000000Z","2021","MEDIUM_REVIEW_AND_REDACTION","C39AB895CAE13277C841336125464367715C0E20C295467F5B73DA098BBD0654"
"b0319y Microtubules Consciousness Recursion-large-v3-turbo-int8-full.txt","2021-04-07T17:12:14.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","5F38A1874D5B8C357BB81F799E293C7205AB5E9ACE56BC130B1455C046F293B0"
"b0321y Neurotech AI Hybrid EEG fnirs eight command decoding for bci Signals Tasks-large-v3-turbo-int8-full.txt","2021-04-06T03:30:59.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","ECD290B02504A4FC18B413F649625D830E2D5D627AD27F803C45DBC519D68EAC"
"b0323y SIMULATION Black & Chrome Media Entanglement Simulation Theory Sort-large-v3-turbo-int8-full.txt","2021-04-05T04:18:14.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","7651883445D4310A5B244B8CDE4B7D9C556722A21FF860A87451D501FF569050"
"b0325y Question to Dr Boris Konrad @boriskonrad .com Memory Adhd Alzheimer-large-v3-turbo-int8-full.txt","2021-04-02T18:54:24.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","AF94BD97C5B549671BC29A180C5501E4C1C61F1A73EE8F0A2273FF3E655053A6"
"b0327y The flow of information in the brain-large-v3-turbo-int8-full.txt","2021-03-26T05:48:53.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","B62FBA77682264BC46CFD6124BA52558A4A8A1B0935B9054033105A707E0305B"
"Dipoles Divorces Dolores-large-v3-turbo-int8-full.txt","2021-10-02T14:08:17.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","381C1D544E069E5163FA04574C68940163348539D5D8CE47E0CA7535F65E22C6"
"Eyeballs Picture Dream-large-v3-turbo-int8-full.txt","2021-10-02T01:21:06.000000Z","2021","MEDIUM_REVIEW_AND_REDACTION","59797A40ECA29B05CABCD9A7110C1D987093AF3AA8C825B922F80C9E698F1AB1"
"Infinite labor and ressurection-large-v3-turbo-int8-full.txt","2021-10-18T01:14:58.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","DA1825D0675D173EB5DE721BDE53498C43B83780333E6CAEC09BCDE237053903"
"Sentient Crops, Crime, Cog dev,-large-v3-turbo-int8-full.txt","2021-10-18T01:08:36.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","673632EC5F775561FFAAA9312D29C1587CD00A5531BC06EB09D56DFA95E3F901"
"Sequence of mental images to programming sequences of 3D events-large-v3-turbo-int8-full.txt","2021-08-09T02:57:03.000000Z","2021","MEDIUM_AFTER_PUBLIC_LOW_REVIEW","9112C55A479EFD8D2376D6E169F51A2FD5199C3DCEE15DBF4BB64F45B4990909"
"Valence Phases Human Oscillators Jesus vs Grandfather-large-v3-turbo-int8-full.txt","2021-10-17T17:36:05.000000Z","2021","LOW_AFTER_CONTEXTUAL_REVIEW","39FEA61506068BE22B967E2C6F0D90AD73AB73EE5D8EAA2F3A02AD0622D2B7DC"
"WebXR UI UX Design Idea (not book related)-large-v3-turbo-int8-full.txt","2021-11-05T03:39:14.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","6CB7DED094AF60D1B4D489CE29AFE333FD000014D958033CF74296C9042A3517"
"WebXR UI UX Design ideas Text-large-v3-turbo-int8-full.txt","2021-05-15T03:46:34.000000Z","2021","LOW_NO_CURRENT_RISK_FINDING","4FCBD314AFB3DD639C841EBB1E463AFA156F4BF405B5D53F8705307C708A5D89"
"b0001y All life contains metals-large-v3-turbo-int8-full.txt","2022-02-16T04:27:09.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","7D66EFF6FC49A5BD154E1A163D35A3B15AD822B09A83FE15408F6C14D1A0F874"
"b0002y electron bonds primer-large-v3-turbo-int8-full.txt","2022-01-30T16:07:10.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","13510E20C535B8E0B14C3E5CEA36A2DD21945E26515A7B7D54C546238CFFF9F4"
"b0004y Multiscale patterns-large-v3-turbo-int8-full.txt","2022-02-24T11:00:02.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","35A666810ED2A2E95CDCC08097B85D0728AEF6D0ABE67927BA2A7D24E6D9BEC3"
"b0005y Perception Reality Sensor-large-v3-turbo-int8-full.txt","2022-02-24T06:12:54.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","6915DF0BDC0FDB318F4AA591EC55AF3D0C1CD65D414AE48DC2141D42643A8391"
"b0006y Gravity & Neurons-large-v3-turbo-int8-full.txt","2022-02-24T05:35:50.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","0E9B20EE8D26A83A55052D55116AF0B8F7989DFE851766905E0998F0453EA93A"
"b0007y Magnified by the internet-large-v3-turbo-int8-full.txt","2022-02-24T05:38:01.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","481EE3F60333714EDDDCAFBCD1CF7C7C701BB799DE158189A055CE34E8912B3F"
"b0008y Collective Sensation of oscillating sensor transmitter nodes in a brain array is the sensation of reality-large-v3-turbo-int8-full.txt","2022-02-24T06:10:13.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","12733BB6C2AFF8F72750343E009823499ED6AFC52E90C933339B370B2958C85D"
"b0010y nonlinear consideration-large-v3-turbo-int8-full.txt","2022-09-15T21:35:43.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","6A2BF15A4D42F5538EA83FD6B18E45F740D95AD4F4F4F79A694A481838D64FA6"
"b0011y Graph Signal Processing-large-v3-turbo-int8-full.txt","2022-01-28T16:48:12.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","4BD7E2A7AB28B63CC7700117FB76C80D3F6EC2AA166A4438D26F36DAB71983F6"
"b0012y Personality - Thursday at 7-22 PM-large-v3-turbo-int8-full.txt","2022-01-28T03:26:43.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","11E363F57ABAB56DFEDC061228AAA44082A9D3E0D4453A1AADE6EC90CE6103A6"
"b0014y Fireflies-large-v3-turbo-int8-full.txt","2022-01-26T18:19:30.000000Z","2022","MEDIUM_AFTER_PUBLIC_LOW_REVIEW","226E7BFC164F62B01973491E611901D25FCF79B29A6096B90527144D55623516"
"b0015y Function --large-v3-turbo-int8-full.txt","2022-01-22T09:06:10.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","8A5C2C304B2B7922565ED5DF8F7D1D2A2EF804E91E50D08AA8741F2F9D655CE5"
"b0016y interesting conversation with Anna-large-v3-turbo-int8-full.txt","2022-01-22T08:51:09.000000Z","2022","MEDIUM_REVIEW_AND_REDACTION","5BE4732694E39EBCB768715B0BE5FD6C68DA4530884BF13BA7159522BA5C770F"
"b0020y Structure- I'm an entity module-large-v3-turbo-int8-full.txt","2022-01-12T06:01:57.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","570C338C076A6C2EC70D247985481832669BBDFBEAEA34D0C9FE46AFD7331FF2"
"b0032y a connection between coincidence-large-v3-turbo-int8-full.txt","2022-01-04T17:20:59.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","696B201A82D72C7A5A8136465630A44497CD5C1078CAA9AB81AD2822871CD714"
"Mostly nonsense about time Perspective Bosons Events-large-v3-turbo-int8-full.txt","2022-07-29T09:46:18.000000Z","2022","LOW_AFTER_CONTEXTUAL_REVIEW","6708136B93F943F5225E5C85F33FA26309A0CFA4035F511CA53C06E649F0B8AE"
"y0002 A missed opportunity in EEG-large-v3-turbo-int8-full.txt","2022-10-25T05:26:47.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","95383D062428887E748276C10703CE3480F4A6755ED82B69145C98887C0DDE89"
"y0003 neuron parts-large-v3-turbo-int8-full.txt","2022-10-17T06:29:16.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","FA23D1FD151F177CF9C4373EE5BC445FF5965B94BC2D847790D185C1181CED5A"
"y0004 time crystal-large-v3-turbo-int8-full.txt","2022-10-17T05:57:19.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","7DCF12FE92505B0166A8E3B1694C73C589D06A17E15EAF147A6F8A246ECDBBB2"
"y0005 bill harris neural strategies-large-v3-turbo-int8-full.txt","2022-10-14T05:23:03.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","E0AD151AFA3797A2B1249C374B7B78BBC52EAAD8705131CF92B91322DC436B18"
"y0006 NAPOT 6-large-v3-turbo-int8-full.txt","2022-10-14T03:46:38.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","DBE5121813645702987BDBB60626D703526E4CC7ABDD037F8FC6D2C1B78C9666"
"y0007 rendering not illusion-large-v3-turbo-int8-full.txt","2022-10-14T03:34:23.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","A2C9334565905BA2F0D40FB3BAA1B998C7C6354AB8C722B0E50DCCD7DEF1F933"
"y0008 Variations of neural rendering-large-v3-turbo-int8-full.txt","2022-10-07T18:55:26.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","E8196CDEB07A60F0E85FDBD7231A549ED409729D93FFE34E5C4AFFD07BA2FE8A"
"y0010 Envelope Car future of design-large-v3-turbo-int8-full.txt","2022-09-12T22:47:00.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","4F0F23C5ABAA089DA776A7B426674820D17875394D5365AD3268A7E492AB8DD1"
"y0011 conversarion at SERC BBQ about Diffusion AI-large-v3-turbo-int8-full.txt","2022-09-10T22:22:07.000000Z","2022","LOW_AFTER_CONTEXTUAL_REVIEW","37F84FCDBA76C81520AF5FBA10F3E8D9278647147A40793EE648B0329A119FF2"
"y0012 Culture Colors Pattern, concept of blue-large-v3-turbo-int8-full.txt","2022-08-28T22:01:12.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","5187C5F8251F2563A6C499B5A88A2FCDEC9D671E7963C4E0B5CF7F65A58303FE"
"y0013 Self Aware Networks Institute Facility Plans-large-v3-turbo-int8-full.txt","2022-08-25T20:54:22.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","36A501B67AF2F3475F962F767DEE095ADCAF0DC1466331186DEFB42941BCEC39"
"y0014 Perceptron deep networks-large-v3-turbo-int8-full.txt","2022-08-20T15:31:05.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","6CD9850CB8CBE8B52074B0B9359FFCEB49C58A9B2AD108A601C69535E5057369"
"y0015 I summarize my book at Farmers market-large-v3-turbo-int8-full.txt","2022-08-20T15:09:59.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","8E1A07C2BAB324368D2FD8DBDC1241B3974A066BB00865D866B7C5ED2C17CEE9"
"y0016 why this book is important now-large-v3-turbo-int8-full.txt","2022-07-21T05:01:50.000000Z","2022","MEDIUM_REVIEW_AND_REDACTION","0D9916097D4F89E5A25625DDC432AA08DD760AC7A3B09ADA3C23689F74504659"
